"Sample.ID","TA","Mass","Type"
"20181119_Junk",2125.10983461178,59.1487,NA
"20181119_1A",2127.04657206794,59.925,NA
"20181119_1B",2125.1401724033,59.742,NA
"20181119_2A",2129.06517365355,60.4666,NA
"20181119_2B",2128.16512645971,59.6855,NA
"20181119_3A",2105.86139874913,60.4974,NA
"20181119_3B",2103.50990188592,59.1611,NA
"20181119_4A",2104.0645548648,59.371,NA
"20181119_4B",2106.76725582015,59.744,NA
