sample,mass,salinity,Sample.ID,Type,Notes
20190906_JUNK,59.3428,29,JUNK,Junk,
20190906_B1,60.4896,29,B1,Sample,
20190906_B2,59.5463,29,B2,Sample,
20190906_B3,59.2930,29,B3,Sample,
20190906_B5,59.2749,29,B5,Sample,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
