Sample.ID,TA,Mass,Type
20190919_JUNK,2198.746367,59.4216,NA
20190919_CRM1,2229.953854,59.5284,NA
20190919_CRM2,2227.339242,60.1483,NA
,,,
,TA,,
Batch 180,2224.47,,
%err CRM1,0.246524084,,
%err CRM2,0.128985441,,
