sample,mass,salinity,Sample.ID,Type,Notes
20190919_JUNK,59.4216,29,JUNK,Junk,
20190919_CRM1,59.5284,33.623,CRM1,CRM,
20190919_CRM2,60.1483,33.623,CRM2,CRM,
