sample,mass,salinity,Sample.ID,Type,Notes
20181205_JUNK,59.1495,29,JUNK,Junk,
20181205_CRM1,59.3071,33.607,CRM1,CRM,All from one bottle
20181205_CRM2,59.487,33.607,CRM2,CRM,Mixed two bottles- same batch number (137) and bottled on same day (1/17/2014)
