"Sample.ID","TA","Mass","Type"
"20181205_JUNK",2141.89059372695,59.3258,NA
"20181205_5A",2270.43194642849,59.5317,NA
"20181205_5B",2267.04964674455,59.2047,NA
"20181205_6A",2146.19568924725,59.9472,NA
"20181205_6B",2141.205377356,59.0694,NA
