"Sample.ID","TA","Mass","Type"
"20190102_Tank3",1992.37571323022,59.033,NA
"20190102_Tank6",1993.26504841103,59.349,NA
"20190102_Tank1",1995.62587166899,59.913,NA
"20190102_Tank5",2025.19708964102,59.036,NA
"20190102_Tank2",2003.28852139338,59.422,NA
"20190102_Tank4",1994.56219485542,59.495,NA
NA,NA,NA,NA
