Sample.ID,TA,Mass,Type
20191219_JUNK,2251.633892,59.1974,NA
20191219_CRM1,2235.845717,60.1988,NA
20191219_CRM2,2242.007894,60.5489,NA
,,,
TRUE,2224.47,,
CRM1err,0.511389994,,
CRM2err,0.788407772,,
