sample,mass,salinity,Sample.ID,Type,Notes
20181116_JUNK,60.03,29,JUNK,Junk,
20181116_CRM1,59.4096,33.607,CRM1,CRM,
20181116_CRM2,59.192,33.607,CRM2,CRM,
