"Sample.ID","TA","Mass","Type"
"20181116_Junk",2105.2824279721,59.9746,NA
"20181116_1A",2126.53360768066,59.5082,NA
"20181116_1B",2125.049935086,59.1467,NA
"20181116_2A",2124.74097911088,59.5347,NA
"20181116_2B",2128.53715733942,60.425,NA
"20181116_3A",2112.51447885855,60.6533,NA
"20181116_3B",2114.97663300221,59.3037,NA
"20181116_4A",2110.32921477838,59.7204,NA
"20181116_4B",2111.01591376222,60.6313,NA
