sample,mass,salinity,Sample.ID,Type,Notes
20181112_JUNK,59.4948,29,JUNK,Junk,
20181112_CRM1,59.4355,33.442,CRM1,CRM,
20181112_CRM2,55.3889,33.442,CRM2,CRM,
