"Sample.ID","TA","Mass","Type"
"20181112_Junk",2122.63691966972,60.3542,NA
"20181112_1A",2104.76262830839,60.8478,NA
"20181112_1B",2102.90161853335,60.0738,NA
"20181112_2A",2104.59441969216,60.0873,NA
"20181112_2B",2107.09656936238,60.6307,NA
"20181112_3A",2102.42157866125,60.1065,NA
"20181112_3B",2102.81262719546,59.1416,NA
"20181112_4A",2101.75508235977,60.4344,NA
"20181112_4B",2104.7431776872,59.342,NA
