"Sample.ID","TA","Mass","Type"
"20190114_JUNK",2112.14114836547,60.7403,NA
"20190114_5A",2033.86894429014,59.8796,NA
"20190114_5B",2029.54629914052,59.6166,NA
"20190114_6A",2014.86325005698,59.3451,NA
"20190114_6B",2011.14041622417,59.5084,NA
