sample,mass,salinity,Sample.ID,Type,Notes
20181107_JUNK,60.6675,29,JUNK,Junk,
20181107_CRM1,59.7529,33.442,CRM1,CRM,
20181107_CRM2,60.1326,33.442,CRM2,CRM,
