"Sample.ID","TA","Mass","Type"
"20181219_JUNK",2118.23597148046,60.8386,NA
"20181219_5A",2032.35306314176,60.9163,NA
"20181219_5B",2029.1523259269,59.424,NA
"20181219_6A",2002.69982099428,60.2801,NA
"20181219_6B",2002.56186549704,59.4677,NA
