sample,mass,salinity,Sample.ID,Type,Notes
20181128_JUNK,59.5517,29,JUNK,Junk,
20181128_CRM1,59.257,33.607,CRU1,CRM,
20181128_CRM2,59.3588,33.607,CMU2,CRM,
