"Sample.ID","TA","Mass","Type"
"20181128_Junk",2116.95640969879,60.7867,NA
"20181128_1A",2103.17523053128,60.0733,NA
"20181128_1B",2110.57973207647,60.246,NA
"20181128_2A",2105.49223606086,60.9941,NA
"20181128_2B",2105.75483155076,60.6754,NA
"20181128_3A",2091.50974168315,59.5468,NA
"20181128_3B",2091.31173735521,60.3421,NA
"20181128_4A",2092.55703509126,59.9515,NA
"20181128_4B",2092.28719926208,60.1214,NA
