sample,mass,salinity,Sample.ID,Type,Notes
20181212_JUNK,59.2108,29,JUNK,Junk,
20181212_CRM1,59.2683,33.782,CRM1,CRM,
20181212_CRM2,59.2299,33.782,CRM2,CRM,
