"Sample.ID","TA","Mass","Type"
"20181212_JUNK",2118.55135678687,60.3362,NA
"20181212_5A",2062.18672087111,59.684,NA
"20181212_5B",2060.64848849902,60.7747,NA
"20181212_6A",2041.43845660706,59.8881,NA
"20181212_6B",2035.16301997201,59.3664,NA
