"Sample.ID","TA","Mass","Type"
"20190103_JUNK",2104.95269917968,59.4134,NA
"20190103_1A",2002.55926069758,59.9134,NA
"20190103_1B",1998.69193322751,60.7444,NA
"20190103_2A",2010.63337684819,60.4081,NA
"20190103_2B",2012.53204968481,59.7622,NA
"20190103_3A",1992.25857595106,59.5117,NA
"20190103_3B",1994.7383210503,59.5071,NA
"20190103_4A",1992.05103349801,60.611,NA
"20190103_4B",1992.17565152312,59.815,NA
