"Sample.ID","TA","Mass","Type"
"20190103_JUNK",2080.74485931461,60.3362,NA
"20190103_5A",2025.66045468394,59.684,NA
"20190103_5B",1999.05500962213,60.7747,NA
"20190103_6A",2007.28589972506,59.8881,NA
"20190103_6B",2062.21228656927,59.3644,NA
