sample,mass,salinity,Sample.ID,Type,Notes
20190927_JUNK,59.8262,29,JUNK,Junk,
20190927_B1,59.3174,29,B1,Sample,
20190927_B2,60.0669,29,B2,Sample,
20190927_B3,59.6104,29,B3,Sample,
20190927_B5,59.6509,29,B5,Sample,
20190927_H1T1,60.2012,29,H1T1,Sample,
20190927_H1T2,60.8943,29,H1T2,Sample,
