sample,mass,salinity,Sample.ID,Type,Notes
20190927_JUNK,60.7317,29,JUNK,Junk,
20190927_CRM1,59.3922,33.623,CRM1,CRM,
20190927_CRM2,59.6251,33.623,CRM2,CRM,
