Sample.ID,TA,Mass,Type
20190919_JUNK,2202.445905,60.7317,NA
20190919_CRM1,2228.675101,59.3922,NA
20190919_CRM2,2228.732365,59.6251,NA
,,,
TRUE,2224.47,,
CRM1err,0.189038313,,
CRM2err,0.191612601,,
